,data_clean
7199,aer lingus tell stay dublin day airline able barcelona
7200,acceptable student class barcelona book aer lingus flight morning march dublin london gatwick airport cost 400 flight london heathrow taxi fare gatwick barcelona iberia cost 278
7201,despite aer lingus website flight disruption info flight affect disruption change date travel free charge free fare difference unable aer lingus refund money
7202,offer refund unused portion round trip fare barcelona dublin 120 month offer explanation honor statement website allow change date fare trip disruption
7203,ask refund iberia fare london heathrow barcelona 400 pay time girl fare dublin london
7204,
7205,opportunity fly ireland future use aer lingus
7206,fly aer lingus dublin san francisco
7207,big downside food
7208,poor quality
7209,meal provide hour flight
7210,snack beverage provide extra payment
7211,seat comfortable lot leg space
7212,love wifi board help productive
7213,san francisco dublin aer lingus
7214,good aircraft
7215,seat comfortable lot space leg
7216,short time wait board
7217,perfect aer lingus food economy class low level especially breakfast coffee
7218,faro belfast terrible selection food
7219,use airline yrs issue vegetarian
7220,veggie sandwich toastie option snack pack scone run row
7221,row
7222,travel time year disappointed time issue vegetarian need
7223,issue flight staff super
7224,birmingham san francisco dublin international flight aer lingus fly
7225,aware chance seek flight san fransisco visit daughter
7226,usually fly london airport convenient fly birmingham dublin connect flight seamless aer lingus
7227,advantage pre clear american custom immigration dublin airport seamless extremely manage
7228,flight economy opinion good good major carrier price competitive
7229,aer lingus staff ground cabin staff courteous friendly helpful
7230,nice flight leed bradford dublin
7231,leave early arrive early
7232,nice crew pleasant
7233,dublin airport easy manage
7234,fly feel good value easy company deal
7235,notice check lba straightforward departure ease
7236,fly aer lingus new york jfk shannon
7237,757 product good a330
7238,seat cramp tall
7239,flight entertainment sub standard
7240,meal service start rear aircraft stick chicken middle
7241,price basic transportation shannon
7242,try delta fly b767 400
7243,fly aer lingus london heathrow belfast city
7244,timely aircraft cabin pretty board
7245,luggage hold seat incredibly cramp
7246,ascent descent actually incredibly painful ear short flight time ear adjust
7247,know difficulty lady sit left difficulty
7248,attendant nice plenty food option lady left look pretty good
7249,relief plane
7250,fly aer lingus time cross atlantic staff pleasant helpful
7251,food service great
7252,economy leg room isn great bad
7253,inflight entertainment aircraft ewr terrible video constantly freeze work aer lingus plane entertainment work fine
7254,wifi service work fine flight slight interruption coverage fine
7255,flight boston aer lingus onward detroit jetblue
7256,book aer lingus
7257,overall great airline expect national irish airline
7258,dublin chicago aer lingus
7259,excellent service check dublin arrival chicago
7260,preclearance dublin ensure prompt stopover ord connect onward yyz
7261,cabin crew pleasant accommodate
7262,entertainment selection adequate short trip atlantic
7263,food beverage service excellent
7264,definitely fly aer lingus future travel europe north america
7265,recently travel cork malaga return
7266,ground staff service good flight punctual cabin staff friendly helpful
7267,row usual hassle lack space overhead locker relatively new concept priority boarding help
7268,onboard locker little row locker space
7269,flight deck date flight
7270,new food menu improve
7271,baggage retrieval end quick efficient
7272,liverpool dublin aer lingus
7273,express thank appreciation flight wonderful experience
7274,cabin crew excellent flight age way offer reassurance
7275,offer local newspaper provide glass proseco
7276,highly recommend cabin crew aer lingus professionalism journey pleasurable
7277,fly aer lingus dublin madrid dublin feb 7th
7278,flight pack delighted introduction priority boarding come purchase certain seat time booking handy
7279,crew good flight new flight menu virtually fruit salad colleague vegetarian order
7280,flight virtually time worth aer lingus review flight buy board menu remember ireland weath culinary riches
7281,flight aer lingus dublin london heathrow brilliant son adult autism spectrum happy plane
7282,seat comfortable a320
7283,love play good music whilst wait captain date leave
7284,inflight food service good staff professional feel welcome board
7285,fly
7286,london heathrow cork
7287,disappointment
7288,travel half way world expose super airport inflight service finish journey country carrier aer lingus great wrong
7289,staff check desk chew gum dress scruffy set tone poor
7290,check stand minute past check desk
7291,check passenger stand small area plane hasn disembark previous passenger
7292,total lack regard elderly people health people complete long journey
7293,minute stand past check area seat kid sit comfortably complain aer lingus staff care interested chat
7294,staff check small plane
7295,unfortunately thing plane weren good poorly dress staff look tired rough couldn understand lady mic read safety statement girl demonstrate sync lack professional refreshment service provide thing ask menu confuse stewardess dissappear return
7296,sandwich request passenger
7297,obviously good staff aer lingus spoil poor bad practice
7298,recommend management aer lingus singapore airline flight dress staff long flight attentive polite need request ask kid use talk aer lingus staff bother ask chew gum obviously way organise check time deal great deal passenger
7299,come aer lingus staff good wouldn good regard customer manner
7300,family include child infant suppose fly toronto kochi dublin
7301,toronto dublin leg aer lingus
7302,reach airport check agent fly flight cancel ask booking agent rebook ticket
7303,agent hour wait book emirate day
7304,
7305,check emirate site booking
7306,emirate aer lingus reservation ticket cancel automatically
7307,try aer lingus hour hold aer lingus finally book air canada jan 8th
7308,airport check counter agent ticket baby
7309,aer lingus issue ticket issue ticket instead miss infant
7310,try fly flight
7311,home 30pm child luggage
7312,night try aer lingus finally morning buy fully fresh ticket baby reimburse
7313,agent buy ticket fix infant ticket
7314,later return check etihad original carrier aer lingus able reimburse ticket fare ticket buy air canada ticket
7315,cheat aer lingus
7316,personal advice trust travel aer lingus
7317,manchester dublin return a320 atr stobart air
7318,outbound time friendlyish crew
7319,seat 11a end seat row
7320,seat comfy seat belt quiet small
7321,cabin filthy coffee cup sugar sachet floor seat pocket
7322,good regular update pilot land minute early
7323,return atr cabin crew brilliant
7324,seat big think proper sized seatbelt
7325,watch head cabin isn tall
7326,pay return day
7327,usually choose ryanair return want try change extra worth gamble
7328,good awful aspect journey aer lingus heathrow belfast
7329,good thing include aer lingus lounge open baec membership
7330,lounge quiet appoint perfect spot wait flight
7331,second good point cabin crew excellent
7332,bad bit mobile app choose seat retrieve board pass
7333,second bad thing seating tightly stack minimal legroom whilst backrest incline unusually low angle
7334,combination push low body forward exacerbate lack legroom
7335,aer lingus great airline sort niggle especially mobile app
7336,decent airline friendly helpful cabin crew ground staff
7337,fly extensively europe work lot commuter flight generally problem
7338,reservation dept customer service horrific
7339,mistake charge reservation late year
7340,despite acknowlog mistake reach resolve
7341,chase period month problem resolve
7342,low cost mentality customer service rep speak phone tell allow return send email time push issue chase mistake response maybe touch couple day
7343,ask speak manager tell time available
7344,repeatedly tell wait week resolve
7345,way escalate issue
7346,try send complaint email month later generic response line blah blah blah verz sorry blah blah hope fly future resolve issue manage address email wrong person
7347,way handle want fly
7348,700 euro pocket
7349,fair offer decent product price rare situation problem doubt bad service ryanair spirit
7351,business class product good price pay
7352,food service excellent
7353,clear immigration dublin big difference land domestic passenger outside terminal minute
7354,recommend airline
7355,shame aer lingus come route soon provide efficient friendly service keen price london gatwick belfast city airport
7356,flight depart early arrive early
7357,outbound seat 15f good poor legroom like low cost carrier
7358,return aircraft ept seat good roughly inch legroom
7359,understand airline inconsistency
7360,onboard catering purchase water medication shameful
7361,fly aer lingus book flight stockholm london fly aer lingus dublin
7362,friendly staff ask question problem
7363,journey overall easy
7364,travel check baggage
7365,dublin geneva return zurich dublin aer lingus
7366,outbound mid week mid morning
7367,entire experience routine unremarkable
7368,return flight time
7369,check poorly handle zurich staff hour lead long frustrating queue
7370,number food item sell return leg satisfactory flight
7371,new york shannon aer lingus great airline
7372,friendly crew advance reservation meal service important food allergy
7373,website good update great service
7374,rate competitive
7375,mistake leave medical device overhead compartment aer lingus staff sure receive quickly
7376,folk understand customer service
7377,pre trip aer lingus service terrible
7378,flight enter incorrectly accommodate
7379,firstly continually tell day
7380,wouldn tell
7381,
7382,happen time
7383,insist charge 600 change fee plus flight cost correct flight want
7384,come 000 trip
7385,budge accommodate way despite clearly simple mistake
7386,
7387,entire experience absurd madden
7388,paris cdg chicago dublin aer lingus
7389,seat bit uncomfortable plane old outside pretty new inside a330 a320 bit old smelly
7390,overall experience good dublin airport organise
7391,cabin crew nice
7392,boston barcelona dublin aer lingus
7393,food limited decent
7394,staff vary lot friendly hope lucky
7395,seat okay transatlantic flight legroom
7396,dublin connection good experience immigration dub need undergo big line
7397,chance fly plan boston vienna dublin trip
7398,family emergency book american express ask vouch credit refund portion tell need pick date right away want europe obviously wasn able fast
7399,big trip
7400,end waste 865
7401,email
7402,win fly
7403,aer lingus business class good atlantic spoil turbo prop connect flight
7404,business seat aisle access
7405,food good quality service difference
7406,mainland consistently cheap
7407,advantage clear immigration custom dublin mean destination kerbside quickly
7408,london belfast flight aer lingus affordable cheap flight state
7409,legroom man good
7410,feel squeeze twist seat
7411,flight relatively
7412,airline remove row inch
7413,expect charge coffee soft drink
7414,beverage customarily complimentary state
7415,aer lingus chicago london heathrow dublin fly outbound flight december
7416,flight comfortable time service ground air pretty good
7417,check chicago queue staff friendly polite
7418,plenty drink serve alcoholic beverage chargeable appear budget airline
7419,plane good condition seat space good
7420,inflight entertainment limit
7421,limit collection movie new release screen size small
7422,good headphone provide good music
7423,a330 wifi decent connection cost fair bit severely limit datum available
7424,online check useless
7425,fly
7426,availability seat available upgrade
7427,book expedia individual book aer lingus select seat wait check
7428,result outbound leg sit
7429,muck meal inbound leg chicago dublin
7430,request vegetarian meal return leg
7431,available
7432,crew instead small basket fruit substitute wholly inadequate
7433,meal request sure travel food confirm check
7434,general food average quality way
7435,flight fairly price time year complain
7436,gatwick san francisco dublin aer lingus bad airline fly
7437,shoddy website customer contact number pre flight way check bassinet seat baby plane place mean couldn seat access tray table
7438,food flight disgusting non existent drink service hour flight
7439,rude check staff london gatwick lose luggage passenger connect dublin london gatwick apparently manchester flight sfo
7440,lose baggage hour airport sort hour help
7441,contact reference number track baggage aer lingus duty manager gatwick rude clear explanation happen process baggage
7442,wait information luggage reunite
7443,dublin lisbon
7444,usually fly base cheap ticket price usually aer lingus trip choice look forward experience
7445,
7446,aircraft outbound flight clean
7447,dirt leftover seat pocket
7448,seat need replacement
7449,staff like group teenager believe catch late gossip
7450,badly groomed tired look
7451,inflight food mediocre pricey
7452,return flight
7453,tray table dirty
7454,staff like group giggle teenager pack defensive sourpuss deal customer
7455,unexplained delay dublin wait airbridge arrive announcement effect
7456,passenger stand aisle overhead bin heat increase baby picture
7457,staff oblivious
7458,fault interact customer update
7459,avoid aer lingus cost future
7460,aer lingus proactive complaint live past customer service market thinking wrong
7461,expect reply remedy
7462,yesterday 26th december start rude check staff accuse jump line
7463,line request send ticket agent argue desk
7464,finally agent concede check
7465,
7466,terminal busy restaurant trash pile unhygienic
7467,gate agent unfriendly ask question custom toronto unable answer question toronto route service
7468,aircraft musty urine smell endure hour
7469,toilet poorly maintain probably add problem
7470,meal service poor min drink meal
7471,flight attendant forget meal eventually leftover tray content meal tray
7472,meal poor condition service
7473,
7474,sandwich welcome
7475,cabin crew junior careless attitude
7476,valet hand luggage check check luggage
7477,mess travel plan
7478,tell bag gate time disembarkation instead baggage claim retrieve luggage
7479,seasoned traveler decade travel belt business pleasure
7480,flight experience time low
7481,delta business fron
7482,fly aer lingus dublin zurich
7483,reasonable fare book month ahead charge baggage food
7484,check fast dublin bit chaotic zurich
7485,flight time fairly comfortable
7486,snack reasonably price
7487,experience professional competent unhurried
7488,check edi bit hassle person assign check flight holiday passenger holiday luggage
7489,regional flight edinburgh dublin delay cause inexplicably itinerary time arrive airport instance nearly miss long haul hare
7490,security pre clearance dublin horror airline fault fluster time board
7491,airline use provide quality service decent flight amenity cancel complimentary bar service international flight complimentary beverage service regional flight food markedly poor past
7492,receive quarter cup water meal tea service impossibly bad
7493,entertainment mediocre
7494,add fact cabin crew noticeably stressed recipe poor flight experience
7495,overhear cabin attendant look forward day blame
7496,cabin plane a330 filthy poorly maintain
7497,son seat come apart flight lavatory look smell hadn clean properly
7498,fly edinburgh state frequency choose possible aer lingus flight route use consistently friendly efficient pleasant
7499,understanding iag british airway acquire aer lingus absolutely trash
7500,recently book return trip shannon boston short visit aer lingus best price benefit direct service
7501,check quick efficient person ahead security shannon quiet security minute benefit pre clearance save time hassle arrival
7502,flight boeing 757 200 3x3 configuration seat comfortable decent choice movie
7503,soon takeoff drinks service offer charge alcoholic drink follow meal
7504,upgrade meal way worth extra money serve meal serve china include bottle wine
7505,tea coffee serve paper cup big improvement light plastic cup use use
7506,prior land snack serve improve use route
7507,cabin crew polite friendly pass cabin flight
7508,arrival ahead time boston new arrival process look hope temporary bit maze terminal
7509,overall good experience aer lingus
7510,recently fly bos snn rountrip economy class
7511,excellent flight fantastic cabin attendant ready help
7512,flight attendant constantly aisle check passenger
7513,food good seat comfortable
7514,great fan boeing 757 configuration use aer lingus spacious
7515,aer lingus choice cross atlantic
7516,dublin new york jfk aer lingus
7517,seat comfy recline good relax seat landing position rock bit feel unsecure ease
7518,free wifi flight crew polite lacked character focused efficient engage proper chat
7519,inflight entertainment dire
7520,annoying thing way good selection film night flight sleep
7521,food fancy taste great lack bit drink specifically champagne
7522,like wide seat large duvet small
7523,overall aer lingus offer amazing business class product price consideration
7524,gatwick chicago dublin
7525,regular flier chicago london aer lingus great option
7526,short flight dublin fine
7527,easy connection pre clearance dublin
7528,a330 comfortable lie flat seat configuration
7529,lot personal space cabin crowded equivalent club product
7530,ife good movie choice bit limited
7531,cabin crew friendly attentive provide excellent service
7532,food wine excellent
7533,difficult fault fare generally cheap
7534,flight wifi enable post review canada
7535,aer lingus dublin hub deserve succeed
7536,great way travel
7537,manchester chicago dublin aer lingus
7538,good value transatlantic business class
7539,flat bed seat sufficient entertainment option good food champagne
7540,outbound crew little stand offish cabin wasn clean sock seat
7541,return crew friendly chatty land feel thoroughly look
7542,free welcome
7543,lounge dublin par transatlantic business class standard feel like regional pay use lounge main hub
7544,inflight experience competitive
7545,believe aer lingus refund cost cancel flight
7546,fog cause cancel flight fault service atrocious
7547,wait airport hour happen offer taxi home great
7548,try reclaim cost follow response
7549,aer lingus cover accommodation transport cost guest opt refund follow flight cancellation
7550,apply guest retain booking reschedule later date
7551,275 taxi cost bear company joke
7552,shame minus number
7553,new york jfk dublin return
7554,enjoy fly aer lingus dublin year way book
7555,pay extra usd240 round trip extra leg room
7556,reconfigur seating straighten leg seat narrow
7557,cabin crew rude sound like bunch teenager hang galley light
7558,complain aer lingus october receive confirmation number
7559,hear
7560,year trip book aer lingus
7561,fly aer lingus
7562,hear instat direct service ireland sfo happy
7563,unfortunately experience terrible
7564,outbound ireland wife seat faulty inflight entertainment screen loose hold position good view especially passenger recline
7565,mention staff adaquate response help
7566,inbound sfo aircraft high expectation
7567,seate faulty stop recline guy lap sit safe
7568,empathy free beverage staff care
7569,aer lingus need upgrade service aircraft time inconvenience connection versus fly old unmaintained aircraft
7570,aer lingus know type service offer low fare standard like transatlantic carrier
7571,dublin new york jfk return business class excellent experience
7572,food good crew pleasant seat comfortable good sleep
7573,downside aer lingus lounge dublin jfk
7574,lounge food offering great particularly dublin jfk pre dine food board far superior pre dine option
7575,recommend book advance good deal
7576,
7577,actually haven fly aer lingus regret fly
7578,ticket multi city itinerary disappointed online travel agent use
7579,suspicious pay alcoholic beverage extra snack
7580,wonder aer lingus push business class seat
7581,baggage allowance oppose emirate qantas airline
7582,bad international flight experience
7583,unhelpful staff terrible food additional charge drink experience international flight
7584,point return journey ask air hostess blanket
7585,tell search seat
7586,dark onboard couldn thing
7587,ask air hostess blanket tell look
7588,explain dark want rummage people seat look terrible attitude
7589,limited movie selection return flight flight
7590,feel compel write review service feel know book standard aer lingus compare airline
7591,definitely recommend virgin atlantic british airway
7592,travel ireland mean connect flight london
7593,worth value comfort long haul flight
7594,underwhelmed aer lingus
7595,fly international time time purchase glass wine pay coffee
7596,bad come unfortunately miss flight rome dublin massive traffic jam airport
7597,tell stress try customer service hold
7598,use precious cell phone minute luck
7599,airport counter close try luck
7600,adult flight couldn honor
7601,rebook airline spend hour germany dublin
7602,great cost
7603,baby husband heart condition
7604,difficult situation bad able communicate aer lingus
7605,help woman airport rome finally connect tell luck
7606,flight rome tough luck miss
7607,ireland need check impossible
7608,website difficult couldn customer service
7609,daughter probably spend hour phone reach
7610,unacceptable
7611,bus comfortable
7612,sorry complaint aer lingus travel enjoyable
7614,standard coach seat
7615,pay extra good seat location leg room usual
7616,flight time way
7617,service little slow overall good experience
7618,fly recommend
7619,fly return dublin brussel fly aer lingus time previously happy service time extremely disappointed
7620,arrive dublin airport a.m. long line aer lingus check desk check online main queue
7621,member group use crutch stand line uncomfortable
7622,member aer lingus staff direct passenger desk extremely rude shout passenger
7623,pre book assistance member group use crutch ask check desk step plane tell definitely air bridge plane accessibility wouldn issue
7624,arrive gate air bridge plane stair tarmac
7625,lady helpful member require assistance wait
7626,staff scan passport issue staff couldn figure
7627,passport scan wait family member rudely tell board plane
7628,stair meet different door corridor signage member staff point correct direction
7629,spend minute lose passenger finally tarmac member aer lingus ground staff stand chat somewhat rude step
7630,onboard wait member group require assistance plane
7631,way aisle sit tell sit row row away
7632,seat able help bag crutch overhead locker staff help
7633,return flight improvement aer lingus
7634,flight couldn place crutch locker try attention crew ignore family member sit crutch upright journey wasn remark cabin crew usual tray bag away safety check
7635,furthermore staff extremely rude
7636,flight depart late evening delay lady seat aisle fall asleep takeoff
7637,male crew member proceed stop safety demonstration stomp nip arm shake aggressively rudely tell pay attention
7638,shocked lady upset
7639,year happily fly aer lingus doubt alternative
7640,aer lingus ei120 schedule departure saturday 14th november 2045
7641,
7642,schedule ei1120 sunday 15th 2359
7643,cancel a.m.
7644,replacement aer lingus aircraft arrive boston schedule departure ei2120 2000hrs
7645,finally depart 2115 monday 16th
7646,nearly 300 passenger seriously affect
7647,aer lingus communication consist email text day
7648,phone aer lingus new york update
7649,passenger entitle compensation cancel flight 261 2004 flight 3500 result compensation 600 cancellation
7650,fly aer lingus san francisco venice dublin return
7651,fly major airline experience horrible treatment especially transatlantic flight
7652,seat venice dublin flight paper cup leave pocket previous traveler
7653,flight dublin sfo hour flight meal hour flight consider sandwich hour
7654,cabin crew turn concession sale people peddle atrocious snack
7655,initial beverage service cabin crew come offer water
7656,want water concession stand ask
7657,receive feedback survey aer lingus survey come
7658,read server
7659,nice know want know service way run airline
7660,wouldn want know interested improve
7661,chicago dublin aer lingus business class
7662,excellent service attentive cabin crew food beverage excellent
7663,new business class seat great recline flat decent sleep
7664,wifi work decent speed flight
7665,criticism number movie available ife
7666,choice limited
7667,aer lingus flight ei120 orlando dublin leave orlando saturday 14th nov 2045 cancel technical problem crew hour
7668,
7669,aer lingus issue email sunday morning 15th nov state flight depart orlando 2045 15th nov
7670,look aer lingus flight information page state flight depart 2359
7671,flight ei1120 original flight number ei120
7672,email receive change
7673,dublin airport arrival information arrival ei1120 0950 original schedule time ei120
7674,aer lingus new york confirm time departure orlando 2359
7675,mention flight disappear aer lingus flight information page
7676,
7677,day instant communication aer lingus pathetic obviously communicate revise departure dublin airport flight information people
7678,hope passenger realise entitle compensation 600 rule
7679,dublin boston return aer lingus
7680,immigration pre clearance dublin big plus
7681,board procedure strictly pleasantly enforce
7682,outbound flight delay removal unruly passenger min
7683,flight plenty space adjacent seat occupy
7684,seat typical economy feel cramp flight
7685,book fillet steak meal additional euro
7686,worth thoroughly enjoy
7687,crew friendly efficient
7688,arrive boston slightly ahead schedule
7689,issue arrival
7690,passenger arrive airside departure area logan airport confusing exit
7691,return check minute security busy despite usual demeaning order homeland security
7692,flight home half plenty space stretch
7693,
7695,landing dublin wait minute bag
7696,aer lingus
7697,enjoyable flight
7698,staff turn late gate proceed people check hand luggage plane
7699,pay priority club class wait
7700,plane load flight late time inclination
7701,usual bad manner passenger
7702,frank different ryanair
7703,room improvement
7704,birmingham orlando dublin
7705,travel aer lingus time couple month
7706,crew polite happy offer good quality service
7707,choose upgrade food flight hot delicious snack arrival
7708,good thing service dublin pre clearance fantastic wait time minute
7709,overall excellent use service
7710,new york jfk rome dublin
7711,party lounge available wait hour departure
7712,arrive gate board
7713,thing smoothly
7714,order bia upgrade dinner concern flight attendant wouldn clue
7715,minute takeoff come trolley identify order special meal hooray
7716,serve promptly
7717,food good
7718,problem space eat
7719,literally yoga cut meat eat cut
7720,mention serve drink order special bia meal come wine
7721,
7722,wasn space enjoy seat
7723,
7724,look forward flight
7725,transatlantic flight national carrier irish sound great
7726,ryanair
7727,sorry transatlantic flight national carrier offer free stuff include odd beer opinion old fashioned
7728,
7729,win fly aer lingus
7730,cabin crew polite trip terrible comparison british airway emirate flight
7731,travel amsterdam dublin 3rd november revolting experience
7732,aircraft relatively new look airbus a320 filthy board
7733,greet seat use newspaper coffee cup sweet wrapper seat
7734,seat pocket overflow rubbish
7735,rubbish drop tray table look child entire carton ribena sticky way anybody use
7736,pay 435 euro flight cheap
7737,think cleaner miss row
7738,alert flight attendant inform aer lingus decide remove clean
7739,apologetic state receive numerous complaint new policy
7740,travel weekly business use numerous different airline regard aer lingus good quality carrier
7741,class experience dirty
7742,expect able sit wade rubbish use laptop tray table remnant previous flight
7743,travel frequently easyjet ryanair aircraft good state
7744,shame aer lingus continue assume cost cut exercise lose customer
7745,decide travel aer lingus sure bring packet wet wipe bin bag clean
7746,recently fly boston dublin month old daughter
7747,highly praise cabin crew flight terrific help active non sleep month old
7748,irish travel home lot family friend wonderful experience nervous travel daughter
7749,book flight home christma wouldn dream travel anybody aer lingus
7750,thank
7751,fly aer lingus usa visit girlfriend december 2014 june 2015 return ireland september 2015
7752,irish want flight national carrier
7753,a330 200 december dublin boston
7754,return dublin day aircraft a330 300 comfortable
7755,fly a330 200 december fine return trip lot people issue flight entertainment lot people boot think poor aer lingus
7756,food good provide free flight
7757,great airline food staff good plane config seating issue entertainment touch screen horrible plane lack content watch need upgrade lot
7758,flight wifi great include ticket pay sum flight usa reduce price
7759,dublin munich return aer lingus
7760,flight good onboard service friendly crew informative pilot
7761,staff efficient chatty
7762,flight time
7764,fly aer lingus dublin orlando 22nd october
7765,request seat near toilet daughter wheelchair bind stand end row away big distance carry isle
7766,happen plane change minute
7767,hope near toilet way home
7768,like commend flight attendant situation try closer avail
7769,assure wheelchair onboard daughter toilet gladly assist
7770,set mind ease like thank help situation
7771,overall rating proper seat check
7772,short aer lingus flight manchester dublin
7773,completely delay min
7774,turn quickly manchester airport
7775,easy helpful check
7776,cabin staff extremely helpful especially purser good announcement
7777,price high good book early good deal
7778,aer lingus reservation online
7779,unable board pass online
7780,unable modify trip online
7781,fly early medical issue
7782,information insurance online phone
7783,flight acceptable seat narrow touch screen toy seat faulty hope person bang touch screen
7784,trip barcelona return toronto yesterday oct 2015 aer lingus
7785,instead share friend great time barcelona share terrible experience aer lingus
7786,ei0563 barcelona dublin ei0129 dublin toronto layover minute
7787,ei0563 arrive dublin minute late time leave long line security check gate ei0129
7788,finally plane ei0129 overhead storage bin
7789,flight attendant tell help space baggage away
7790,come baggage identification tag tell exit plane baggage tag
7791,plane arrive toronto airport tag flight attendant request baggage
7792,tell baggage pick area
7793,confuse carry check baggage
7794,baggage pick area baggage
7795,strong smell wine
7796,shocked open broken glass bottle wine buy duty free store barcelona airport break porcelain souvenir valuable buy city spain clothe soak red wine
7797,confused sad happen
7798,flight attendant know carry baggage suitable check baggage variety reason
7799,check inside appropriate send check baggage area
7800,think service quality aer lingus leave lot desire
7801,crew snippy real helpful trip dublin return seasoned crew helpful thing know
7802,start stop restart try numerous movie finish couldn
7803,arm rest way stick
7804,pretend 130 believe fix arm rest big stick way
7805,apprehensive return trip little good
7806,disappointed plane ride apprehensive fly aer lingus
7807,chicago geneva dublin aer lingus
7808,good clean modern plane comfortable a330 layout aisle seating
7809,great seat comfort line recaro seat economy
7810,tight seat good lumbar support think foot rest
7811,overweight passenger difficult time fit seat
7812,seatback work direction poorly
7813,food poor chicago dublin good dublin chicago
7814,good price book month advance
7815,dublin airport outstanding connection point
7816,minute leave plane passport control reach second plane gate
7817,return trip europe usa truly amazing complete usa passport custom pre clearance dublin airport
7818,deboard chicago hare straight special luggage carousel street minute
7819,highly recommend aer lingus dublin airport flight connection usa city europe
7820,bad charge include transatlantic wine coffee water
7821,short hop dublin newcastle aer lingus
7822,time fly aer lingus atr72 happy
7823,comfortable cabin lot small experience
7824,flight time quick return bag dublin
7825,hesitation fly
7826,time purchase cabin baggage appropriate size aer lingus regional flight disappointed note people ignore requirement policy enforce
7827,flight fully book luggage stow hold cost
7828,add time hassle travel experience
7829,bother policy effect meaninglessness
7830,staff friendly issue negative
7831,good aer lingus flight dublin london
7832,seat comfortable staff friendly
7833,flight overall smooth problem
7834,airline fly holiday ireland canada aer lingus good
7836,aer lingus staff extremely professional courteous arrival return flight
7837,route chicago dublin rome
7838,seat room surprisingly adequate
7839,flight comfortable pilot amazing job landing arrival rome return flight
7840,food way dublin chicago
7841,normally international flight wine complementary meal aer lingus
7842,fine
7843,pay little bottle wine good wine plastic bottle
7844,waste wine case drink half
7845,serve dinner snack prior arrival dublin
7846,wasn coffee service
7847,coffee service return flight
7848,dublin rome return pay beverage snack
7849,stun
7850,pay water soft drink unacceptable
7851,dinner return flight chicken rice chicken strip
7852,feel bad write staff friendly way comfortable
7853,dublin transatlantic flight recommend airline sorry
7854,paris cdg dublin sunday evening pay flex fare short notice flight wasn difference fare list
7855,access icare lounge cdg small free drink refreshment wifi bit depressing room
7856,flex ticket grant priority boarding fantastic sit plane row able space overhead locker bag
7857,boarding bit chaotic
7858,service onboard excellent crew great spirit chat away serve efficiently
7859,onboard menu quality product ahead ryanair
7860,possibly think branch selection pre order meal maybe pax pay flex fare entitle free drink snack onboard
7861,great flight
7862,manchester new york dublin aer lingus
7863,leave miserable staff manchester airport smiley staff dublin airport
7864,stroll security immigration problem
7865,board flight greet lovely staff couldn flight
7866,deal gentleman ill taxi leave flight care professionalism
7867,wine choice good food inflight dining
7868,cabin clean fresh plenty room wifi
7869,arrival jfk luggage minute leave airport awful standing line clear immigration normally
7870,return flight overnight sept 22nd brilliant experience thank friendly crew carry duty focused attitude
7871,extremely impressed overall experience
7872,aer lingus dublin airport
7873,soon trade air mile aer lingus customer
7874,board time half hour departure sit preposterously tight seat
7875,kindle seat pocket knee hard seat long leg
7876,tell flight attendant technical problem
7877,hour come round drink
7878,hour look like bring drink overheard flight attendant talk couldn fix
7879,minute past hour late decide aircraft fix
7880,bad sensor
7881,near hour board aircraft finally push start
7882,drink hour like meet obligation usa feed water delay exceed hour
7883,departure finally feed
7884,request dairy free meal
7885,disaster
7886,basically vegan vegan zero imagination
7887,dry pasta tasteless veg
7888,sweet oily cake
7889,
7890,walk time deal pain knee tight seat
7891,flight uneventful uncomfortable unpalatable
7892,entertainment brag
7893,chicago dublin return aer lingus bad airline
7894,food terrible bad seat
7895,aisle small carry purse
7896,win fit
7897,space row small person lean
7898,husband tall miserable small crawl seat
7899,pay great deal economy seat literally walk arrive dublin
7900,
7901,line passenger matter aerlingu flight
7902,line hour line security twice
7903,hour flight
7904,way sign suggest bring bag night airport
7905,visit week enjoy vacation airport
7906,trip new aer lingus business class fly dublin chicago
7907,airport check quick easy business class gold circle lounge offer good choice drink snack good connectivity
7908,minute departure invite clear immigration custom dublin boarding commence minute departure
7909,onboard cabin big improvement previous version
7910,seat private spacious
7911,seat easy adjust offer comfortable lie flat sleeping position 6ft1
7912,plenty stowage small item adjacent seat overhead bin
7913,seat offer power outlet compatible device
7914,ife good offer reasonable choice demand entertainment bit short new release movie
7915,business class passenger offer complimentary work majority flight
7916,cabin service professional attentive inflight meal good quality
7917,pre departure drink offer departure canapés service follow main meal service
7918,crew hand flight afternoon tea service hour landing
7919,order gluten free meal unimaginative standard meal option look good
7920,arrival chicago time clear immigration custom dublin aircraft baggage claim door minute
7921,write thank aer lingus look recent trip
7922,21st july 20pm flight book aer lingus dublin birmingham
7923,unfortunately arrive airport late matter bad misplace carry luggage duty free shop mean couldn flight
7924,helpful ground staff reassure case manager provide seat flight free charge
7925,kind service sympathetic generous solution stressful situation
7926,thank aer lingus
7927,aer lingus flight chicago ill suffer motion sickness
7928,crew board helpful sweet
7929,flight constantly check business class recover
7930,want thank aer lingus staff day
7931,aer lingus flight dublin london comfortabe plenty legroom service plane leave lot desire outbound return flight dublin london
7932,provide snack service gentleman ask require whilst courtesy walk acknowledgement
7933,situation duty free
7934,ask quickly walk aisle wish purchase continue walk look passenger require
